Novità,نیاز به بررسی,Ho imparato la parola “Novità”.
Regione,نیاز به بررسی,Ho imparato la parola “Regione”.
Costante,نیاز به بررسی,Ho imparato la parola “Costante”.
Crescita,نیاز به بررسی,Ho imparato la parola “Crescita”.
Vacanziere,نیاز به بررسی,Devo vacanziere oggi.
Popolare,نیاز به بررسی,Devo popolare oggi.
Struttura,ساختار / مجموعه,Ho imparato la parola “Struttura”.
Tendenza,نیاز به بررسی,Ho imparato la parola “Tendenza”.
Riguardare,نیاز به بررسی,Devo riguardare oggi.
Programmare,نیاز به بررسی,Devo programmare oggi.
Scontato,نیاز به بررسی,Ho imparato la parola “Scontato”.
Volo,نیاز به بررسی,Ho imparato la parola “Volo”.
Rivolgere a,نیاز به بررسی,L’espressione “Rivolgere a” è utile in italiano.
Metodo,نیاز به بررسی,Ho imparato la parola “Metodo”.
Vantaggio,نیاز به بررسی,Ho imparato la parola “Vantaggio”.
Confermare,نیاز به بررسی,Devo confermare oggi.
Precedente,نیاز به بررسی,Ho imparato la parola “Precedente”.
In fondo a,نیاز به بررسی,L’espressione “In fondo a” è utile in italiano.
Rovesciare,نیاز به بررسی,Devo rovesciare oggi.
Andarsene,نیاز به بررسی,Ho imparato la parola “Andarsene”.
Scambiare,عوض کردن / تبادل کردن,Devo scambiare oggi.
Essenziale,ضروری,Ho imparato la parola “Essenziale”.
Pianificare,نیاز به بررسی,Devo pianificare oggi.
Sperimentare,نیاز به بررسی,Devo sperimentare oggi.
Locale,نیاز به بررسی,Ho imparato la parola “Locale”.
Opera,نیاز به بررسی,Ho imparato la parola “Opera”.
Preferibilmente,نیاز به بررسی,Ho imparato la parola “Preferibilmente”.
Qualcuno,نیاز به بررسی,Ho imparato la parola “Qualcuno”.
Souvenir,سوغاتی,Ho imparato la parola “Souvenir”.
Parenti,خویشاوندان,Ho imparato la parola “Parenti”.
Ricerca,پژوهش / جستجو,Ho imparato la parola “Ricerca”.
Nominato,نامزدشده / منصوب‌شده,Ho imparato la parola “Nominato”.
Flessibile,منعطف,Ho imparato la parola “Flessibile”.
Sopportare,تحمل کردن,Devo sopportare oggi.
Scorpione,عقرب,Ho imparato la parola “Scorpione”.
Fidanzato,نامزد / دوست‌پسر,Ho imparato la parola “Fidanzato”.
Tenda,چادر / پرده,Ho imparato la parola “Tenda”.
Stesso,همان / خودِ,Ho imparato la parola “Stesso”.
Sicuro,مطمئن / امن,Ho imparato la parola “Sicuro”.
Accidenti!,وای! / لعنتی!,L’espressione “Accidenti!” è utile in italiano.
Deserto,بیابان,Ho imparato la parola “Deserto”.
Sacco a pelo,کیسه خواب,L’espressione “Sacco a pelo” è utile in italiano.
Su due piedi,بدون فکر قبلی / فوری,L’espressione “Su due piedi” è utile in italiano.
Mente,ذهن,Ho imparato la parola “Mente”.
Nessuno,هیچ‌کس,Ho imparato la parola “Nessuno”.
Figurati!,خواهش می‌کنم! / اصلاً!,L’espressione “Figurati!” è utile in italiano.
Scherzare,شوخی کردن,Devo scherzare oggi.
Dappertutto,نیاز به بررسی,Ho imparato la parola “Dappertutto”.
Cattivo,نیاز به بررسی,Ho imparato la parola “Cattivo”.
Il condizionale,نیاز به بررسی,L’espressione “Il condizionale” è utile in italiano.
In plenum,نیاز به بررسی,L’espressione “In plenum” è utile in italiano.
Compagno di viaggio,نیاز به بررسی,L’espressione “Compagno di viaggio” è utile in italiano.
Organizzare,نیاز به بررسی,Devo organizzare oggi.
Riferire,نیاز به بررسی,Devo riferire oggi.
Preferenza,نیاز به بررسی,Ho imparato la parola “Preferenza”.
Proposta,نیاز به بررسی,Ho imparato la parola “Proposta”.
Desiderio,نیاز به بررسی,Ho imparato la parola “Desiderio”.
Consiglio,نیاز به بررسی,Ho imparato la parola “Consiglio”.
Cortesemente,نیاز به بررسی,Ho imparato la parola “Cortesemente”.
Reagire,نیاز به بررسی,Devo reagire oggi.
Campeggio,نیاز به بررسی,Ho imparato la parola “Campeggio”.
Vuoto,نیاز به بررسی,Ho imparato la parola “Vuoto”.
Accorgersi di,نیاز به بررسی,L’espressione “Accorgersi di” è utile in italiano.
Anziano,نیاز به بررسی,Ho imparato la parola “Anziano”.
Affettuoso,نیاز به بررسی,Ho imparato la parola “Affettuoso”.
Generoso,نیاز به بررسی,Ho imparato la parola “Generoso”.
Possessivo,نیاز به بررسی,Ho imparato la parola “Possessivo”.
Gentile,مهربان / محترم,Ho imparato la parola “Gentile”.
Parsimonioso,نیاز به بررسی,Ho imparato la parola “Parsimonioso”.
Ambizioso,نیاز به بررسی,Ho imparato la parola “Ambizioso”.
Indipendente,نیاز به بررسی,Ho imparato la parola “Indipendente”.
Passionale,نیاز به بررسی,Ho imparato la parola “Passionale”.
Superstizioso,نیاز به بررسی,Ho imparato la parola “Superstizioso”.
Perfezionista,نیاز به بررسی,Ho imparato la parola “Perfezionista”.
Testardo,نیاز به بررسی,Ho imparato la parola “Testardo”.
Geloso,نیاز به بررسی,Ho imparato la parola “Geloso”.
Irritabile,نیاز به بررسی,Ho imparato la parola “Irritabile”.
Pessimista,بدبین,Ho imparato la parola “Pessimista”.
Brano,نیاز به بررسی,Ho imparato la parola “Brano”.
Improvvisare,نیاز به بررسی,Devo improvvisare oggi.
Diventare,نیاز به بررسی,Devo diventare oggi.
I segni zodiacali,نیاز به بررسی,L’espressione “I segni zodiacali” è utile in italiano.
Interessare,نیاز به بررسی,Devo interessare oggi.
Fidanzata,نیاز به بررسی,Ho imparato la parola “Fidanzata”.
Tornarsi insieme,نیاز به بررسی,L’espressione “Tornarsi insieme” è utile in italiano.
Sottolineare,نیاز به بررسی,Devo sottolineare oggi.
Ideale,نیاز به بررسی,Ho imparato la parola “Ideale”.
Interno,نیاز به بررسی,Ho imparato la parola “Interno”.
Portavoce,نیاز به بررسی,Ho imparato la parola “Portavoce”.
Oroscopo,نیاز به بررسی,Ho imparato la parola “Oroscopo”.
Ariete,نیاز به بررسی,Ho imparato la parola “Ariete”.
Avere bisogno di,نیاز به بررسی,L’espressione “Avere bisogno di” è utile in italiano.
Affetto,نیاز به بررسی,Ho imparato la parola “Affetto”.
Innamorarsi,نیاز به بررسی,Devo innamorarsi oggi.
Facilmente,نیاز به بررسی,Ho imparato la parola “Facilmente”.
Adorare,نیاز به بررسی,Devo adorare oggi.
Cambiamento,نیاز به بررسی,Ho imparato la parola “Cambiamento”.
Toro,نیاز به بررسی,Ho imparato la parola “Toro”.
Attento,نیاز به بررسی,Ho imparato la parola “Attento”.
Gemelli,نیاز به بررسی,Ho imparato la parola “Gemelli”.
Nervoso,نیاز به بررسی,Ho imparato la parola “Nervoso”.
Interessi,نیاز به بررسی,Ho imparato la parola “Interessi”.
Intellettuale,نیاز به بررسی,Ho imparato la parola “Intellettuale”.
Cancro,نیاز به بررسی,Ho imparato la parola “Cancro”.
Mondo,نیاز به بررسی,Ho imparato la parola “Mondo”.
Fidarsi di,نیاز به بررسی,L’espressione “Fidarsi di” è utile in italiano.
Bilancia,نیاز به بررسی,Ho imparato la parola “Bilancia”.
Vergine,نیاز به بررسی,Ho imparato la parola “Vergine”.
decisione,نیاز به بررسی,Ho imparato la parola “decisione”.
Amante,نیاز به بررسی,Ho imparato la parola “Amante”.
Sicuro di sé,بااعتمادبه‌نفس,L’espressione “Sicuro di sé” è utile in italiano.
Nonostante,با وجودِ,Ho imparato la parola “Nonostante”.
Grazie a,به لطفِ,L’espressione “Grazie a” è utile in italiano.
Simpatia,همدلی / خوش‌مشربی,Ho imparato la parola “Simpatia”.
Sagittario,قوس / کماندار,Ho imparato la parola “Sagittario”.
Legato a,مرتبط با,L’espressione “Legato a” è utile in italiano.
Tradizione,سنت,Ho imparato la parola “Tradizione”.
Regolare,منظم / تنظیم کردن,Devo regolare oggi.
Capricorno,جدی,Ho imparato la parola “Capricorno”.
Acquario,دلو / آکواریوم,Ho imparato la parola “Acquario”.
D’accordo,موافق,L’espressione “D’accordo” è utile in italiano.
Realizzare,درک کردن / تحقق بخشیدن,Devo realizzare oggi.
Pesci,ماهی‌ها / برج حوت,Ho imparato la parola “Pesci”.
Divertimento,تفریح,Ho imparato la parola “Divertimento”.
Marrone,قهوه‌ای,Ho imparato la parola “Marrone”.
Bretelle,ساس‌بند,Ho imparato la parola “Bretelle”.
Moro,سبزه / مومشکی,Ho imparato la parola “Moro”.
Regista,کارگردان,Ho imparato la parola “Regista”.
Bellezza,نیاز به بررسی,Ho imparato la parola “Bellezza”.
Premio,نیاز به بررسی,Ho imparato la parola “Premio”.
Protagonista,نیاز به بررسی,Ho imparato la parola “Protagonista”.
Commissario,نیاز به بررسی,Ho imparato la parola “Commissario”.
Decine,نیاز به بررسی,Ho imparato la parola “Decine”.
Contemporaneo,نیاز به بررسی,Ho imparato la parola “Contemporaneo”.
Lezione 4,درس 4,Siamo alla Lezione 4.
Evento,نیاز به بررسی,Ho imparato la parola “Evento”.
Autore,نیاز به بررسی,Ho imparato la parola “Autore”.
Regia,نیاز به بررسی,Ho imparato la parola “Regia”.
Spettacolo,نیاز به بررسی,Ho imparato la parola “Spettacolo”.
Vicenda,نیاز به بررسی,Ho imparato la parola “Vicenda”.
Riassunto,نیاز به بررسی,Ho imparato la parola “Riassunto”.
Esporre,نیاز به بررسی,Ho imparato la parola “Esporre”.
Selezione,نیاز به بررسی,Ho imparato la parola “Selezione”.
Adattamento,نیاز به بررسی,Ho imparato la parola “Adattamento”.
Dirigere,نیاز به بررسی,Devo dirigere oggi.
Stella,نیاز به بررسی,Ho imparato la parola “Stella”.
Pellicola,نیاز به بررسی,Ho imparato la parola “Pellicola”.
Biglietto intero,نیاز به بررسی,L’espressione “Biglietto intero” è utile in italiano.
Ridotto,نیاز به بررسی,Ho imparato la parola “Ridotto”.
Tessera,نیاز به بررسی,Ho imparato la parola “Tessera”.
Ingresso,نیاز به بررسی,Ho imparato la parola “Ingresso”.
In omaggio,نیاز به بررسی,L’espressione “In omaggio” è utile in italiano.
Latinoamericano,نیاز به بررسی,Ho imparato la parola “Latinoamericano”.
Ti va di venire?,نیاز به بررسی,L’espressione “Ti va di venire?” è utile in italiano.
Discutere,نیاز به بررسی,Devo discutere oggi.
Impegno,نیاز به بررسی,Ho imparato la parola “Impegno”.
Facoltà,نیاز به بررسی,Ho imparato la parola “Facoltà”.
Ricordarsi,نیاز به بررسی,Devo ricordarsi oggi.
Matto,نیاز به بررسی,Ho imparato la parola “Matto”.
Ne vale la pena,نیاز به بررسی,L’espressione “Ne vale la pena” è utile in italiano.
Essere al verde,نیاز به بررسی,L’espressione “Essere al verde” è utile in italiano.
Gratis,نیاز به بررسی,Ho imparato la parola “Gratis”.
Controproposta,نیاز به بررسی,Ho imparato la parola “Controproposta”.
Funzione,نیاز به بررسی,Ho imparato la parola “Funzione”.
Punto,نیاز به بررسی,Ho imparato la parola “Punto”.
Appuntamento,نیاز به بررسی,Ho imparato la parola “Appuntamento”.
Rifiutare,نیاز به بررسی,Devo rifiutare oggi.
Essere a dieta,نیاز به بررسی,L’espressione “Essere a dieta” è utile in italiano.
Dieta,نیاز به بررسی,Ho imparato la parola “Dieta”.
Fila,نیاز به بررسی,Ho imparato la parola “Fila”.
Disegno,نیاز به بررسی,Ho imparato la parola “Disegno”.
Differenza,نیاز به بررسی,Ho imparato la parola “Differenza”.
Preoccuparsi,نیاز به بررسی,Devo preoccuparsi oggi.
Magari,نیاز به بررسی,Ho imparato la parola “Magari”.
Riaccompagnare,نیاز به بررسی,Devo riaccompagnare oggi.
Copiare,نیاز به بررسی,Devo copiare oggi.
Regola,نیاز به بررسی,Ho imparato la parola “Regola”.
Concordare,نیاز به بررسی,Devo concordare oggi.
Vetro,نیاز به بررسی,Ho imparato la parola “Vetro”.
Fissare,نیاز به بررسی,Devo fissare oggi.
Torta,نیاز به بررسی,Ho imparato la parola “Torta”.
Mettersi d’accordo,نیاز به بررسی,L’espressione “Mettersi d’accordo” è utile in italiano.
Luogo pubblico,نیاز به بررسی,L’espressione “Luogo pubblico” è utile in italiano.
Maniera,نیاز به بررسی,Ho imparato la parola “Maniera”.
Comportamento,نیاز به بررسی,Ho imparato la parola “Comportamento”.
Corretto,نیاز به بررسی,Ho imparato la parola “Corretto”.
Notare,نیاز به بررسی,Devo notare oggi.
Presenza,نیاز به بررسی,Ho imparato la parola “Presenza”.
Commento,نیاز به بررسی,Ho imparato la parola “Commento”.
Proprio,نیاز به بررسی,Ho imparato la parola “Proprio”.
Carta,نیاز به بررسی,Ho imparato la parola “Carta”.
Fastidioso,نیاز به بررسی,Ho imparato la parola “Fastidioso”.
Una volta,نیاز به بررسی,L’espressione “Una volta” è utile in italiano.
Posizione,موقعیت,Ho imparato la parola “Posizione”.
Mantenere,حفظ کردن,Devo mantenere oggi.
Muovere,حرکت دادن,Devo muovere oggi.
Continuamente,پیوسته,Ho imparato la parola “Continuamente”.
Tossire,سرفه کردن,Devo tossire oggi.
Starnutire,عطسه کردن,Devo starnutire oggi.
Schermo,صفحه‌نمایش,Ho imparato la parola “Schermo”.
Monumento,بنای یادبود,Ho imparato la parola “Monumento”.
Ad alta voce,با صدای بلند,L’espressione “Ad alta voce” è utile in italiano.
Obbligo,اجبار / وظیفه,Ho imparato la parola “Obbligo”.
Puntuale,وقت‌شناس / دقیق,Ho imparato la parola “Puntuale”.
Rispetto,احترام,Ho imparato la parola “Rispetto”.
Verso,به سوی / بیت شعر,Ho imparato la parola “Verso”.
Poltrona,مبل راحتی,Ho imparato la parola “Poltrona”.
Occupato,مشغول / اشغال‌شده,Ho imparato la parola “Occupato”.
Inoltre,علاوه بر این,Ho imparato la parola “Inoltre”.
Sicuramente,حتماً / قطعاً,Ho imparato la parola “Sicuramente”.
Utile,مفید,Ho imparato la parola “Utile”.
Spegnere,خاموش کردن,Devo spegnere oggi.
Per un paio d’ore,نیاز به بررسی,L’espressione “Per un paio d’ore” è utile in italiano.
Dare fastidio,نیاز به بررسی,L’espressione “Dare fastidio” è utile in italiano.
Che serata!,نیاز به بررسی,L’espressione “Che serata!” è utile in italiano.
Capitare,نیاز به بررسی,Devo capitare oggi.
Assistere,نیاز به بررسی,Devo assistere oggi.
Episodio,نیاز به بررسی,Ho imparato la parola “Episodio”.
Maleducazione,نیاز به بررسی,Ho imparato la parola “Maleducazione”.
Botteghino,نیاز به بررسی,Ho imparato la parola “Botteghino”.
Disponibile,نیاز به بررسی,Ho imparato la parola “Disponibile”.
Data,نیاز به بررسی,Ho imparato la parola “Data”.
Rappresentazione,نیاز به بررسی,Ho imparato la parola “Rappresentazione”.
Settore,نیاز به بررسی,Ho imparato la parola “Settore”.
Interessato,نیاز به بررسی,Ho imparato la parola “Interessato”.
Dipendere da,نیاز به بررسی,L’espressione “Dipendere da” è utile in italiano.
Poltronissima,نیاز به بررسی,Ho imparato la parola “Poltronissima”.
Laterale,نیاز به بررسی,Ho imparato la parola “Laterale”.
Telefonicamente,نیاز به بررسی,Ho imparato la parola “Telefonicamente”.
Convenire,نیاز به بررسی,Devo convenire oggi.
Simulare,نیاز به بررسی,Devo simulare oggi.
Manifestazione,نیاز به بررسی,Ho imparato la parola “Manifestazione”.
Produzione,نیاز به بررسی,Ho imparato la parola “Produzione”.
Coproduzione,نیاز به بررسی,Ho imparato la parola “Coproduzione”.
Ospitare,نیاز به بررسی,Devo ospitare oggi.
Compositore,نیاز به بررسی,Ho imparato la parola “Compositore”.
Toscano,نیاز به بررسی,Ho imparato la parola “Toscano”.
Rappresentato,نیاز به بررسی,Ho imparato la parola “Rappresentato”.
Internazionale,نیاز به بررسی,Ho imparato la parola “Internazionale”.
Curiosità,نیاز به بررسی,Ho imparato la parola “Curiosità”.
Letteratura,نیاز به بررسی,Ho imparato la parola “Letteratura”.
Cinematografica,نیاز به بررسی,Ho imparato la parola “Cinematografica”.
Ricevere,نیاز به بررسی,Devo ricevere oggi.
Riconoscimento,تشخیص / تقدیر,Ho imparato la parola “Riconoscimento”.
Vincitore,نیاز به بررسی,Ho imparato la parola “Vincitore”.
Dedicato,نیاز به بررسی,Ho imparato la parola “Dedicato”.
Didattico,نیاز به بررسی,Ho imparato la parola “Didattico”.
Esercitare,نیاز به بررسی,Devo esercitare oggi.
Dedicato a,نیاز به بررسی,L’espressione “Dedicato a” è utile in italiano.
Degustazione,نیاز به بررسی,Ho imparato la parola “Degustazione”.
Rete,نیاز به بررسی,Ho imparato la parola “Rete”.
Assaggiare,نیاز به بررسی,Devo assaggiare oggi.
Gastronomico,نیاز به بررسی,Ho imparato la parola “Gastronomico”.
Lezione 5,درس 5,Siamo alla Lezione 5.
Buon viaggio!,نیاز به بررسی,L’espressione “Buon viaggio!” è utile in italiano.
Questionario,نیاز به بررسی,Ho imparato la parola “Questionario”.
Durare,نیاز به بررسی,Devo durare oggi.
Generalmente,نیاز به بررسی,Ho imparato la parola “Generalmente”.
Individuale,نیاز به بررسی,Ho imparato la parola “Individuale”.
Auto,نیاز به بررسی,Ho imparato la parola “Auto”.
Privato,نیاز به بررسی,Ho imparato la parola “Privato”.
Nave,نیاز به بررسی,Ho imparato la parola “Nave”.
Aereo,نیاز به بررسی,Ho imparato la parola “Aereo”.
A noleggio,نیاز به بررسی,L’espressione “A noleggio” è utile in italiano.
Camper,نیاز به بررسی,Ho imparato la parola “Camper”.
Sistemazione,نیاز به بررسی,Ho imparato la parola “Sistemazione”.
Agriturismo,نیاز به بررسی,Ho imparato la parola “Agriturismo”.
Informarsi,نیاز به بررسی,Devo informarsi oggi.
Esattamente,نیاز به بررسی,Ho imparato la parola “Esattamente”.
Nulla,نیاز به بررسی,Ho imparato la parola “Nulla”.
Affidarsi,نیاز به بررسی,Devo affidarsi oggi.
Istinto,نیاز به بررسی,Ho imparato la parola “Istinto”.
Bagaglio,نیاز به بررسی,Ho imparato la parola “Bagaglio”.
Zaino,نیاز به بررسی,Ho imparato la parola “Zaino”.
Ombrello,نیاز به بررسی,Ho imparato la parola “Ombrello”.
Diario,نیاز به بررسی,Ho imparato la parola “Diario”.
Macchina fotografica,نیاز به بررسی,L’espressione “Macchina fotografica” è utile in italiano.
Videocamera,نیاز به بررسی,Ho imparato la parola “Videocamera”.
Tranquillità,نیاز به بررسی,Ho imparato la parola “Tranquillità”.
Cultura,نیاز به بررسی,Ho imparato la parola “Cultura”.
Interesse,نیاز به بررسی,Ho imparato la parola “Interesse”.
Artistico,نیاز به بررسی,Ho imparato la parola “Artistico”.
Avventura,نیاز به بررسی,Ho imparato la parola “Avventura”.
Esotico,عجیب / خارجی,Ho imparato la parola “Esotico”.
Motivare,انگیزه دادن / توجیه کردن,Devo motivare oggi.
Discussione,بحث,Ho imparato la parola “Discussione”.
Villaggio,روستا,Ho imparato la parola “Villaggio”.
Sinceramente,صادقانه,Ho imparato la parola “Sinceramente”.
Animatore,مجری / سرگرم‌کننده,Ho imparato la parola “Animatore”.
Tra l’altro,نیاز به بررسی,L’espressione “Tra l’altro” è utile in italiano.
Espressione,عبارت / بیان,Ho imparato la parola “Espressione”.
Disposto,مایل / آماده,Ho imparato la parola “Disposto”.
Sorpresa,غافلگیری,Ho imparato la parola “Sorpresa”.
Strada,خیابان / راه,Ho imparato la parola “Strada”.
Collega,همکار,Ho imparato la parola “Collega”.
Favore,لطف,Ho imparato la parola “Favore”.
Coprire,پوشاندن,Devo coprire oggi.
Foglio,برگه,Ho imparato la parola “Foglio”.
Alloggio,اقامتگاه,Ho imparato la parola “Alloggio”.
Splendido,نیاز به بررسی,Ho imparato la parola “Splendido”.
Meraviglioso,نیاز به بررسی,Ho imparato la parola “Meraviglioso”.
Paesaggio,نیاز به بررسی,Ho imparato la parola “Paesaggio”.
Percorso,نیاز به بررسی,Ho imparato la parola “Percorso”.
Vendita,نیاز به بررسی,Ho imparato la parola “Vendita”.
Spazio giochi bambini,نیاز به بررسی,L’espressione “Spazio giochi bambini” è utile in italiano.
Richiesta,درخواست,Ho imparato la parola “Richiesta”.
Assaporare,نیاز به بررسی,Devo assaporare oggi.
Si trova,نیاز به بررسی,L’espressione “Si trova” è utile in italiano.
Provincia,نیاز به بررسی,Ho imparato la parola “Provincia”.
Panoramico,نیاز به بررسی,Ho imparato la parola “Panoramico”.
Immerso,نیاز به بررسی,Ho imparato la parola “Immerso”.
Verde,نیاز به بررسی,Ho imparato la parola “Verde”.
Collina,نیاز به بررسی,Ho imparato la parola “Collina”.
Borgo,نیاز به بررسی,Ho imparato la parola “Borgo”.
Medioevale,نیاز به بررسی,Ho imparato la parola “Medioevale”.
Appunto,نیاز به بررسی,Ho imparato la parola “Appunto”.
Cronaca,نیاز به بررسی,Ho imparato la parola “Cronaca”.
Odore,نیاز به بررسی,Ho imparato la parola “Odore”.
Pieno di,نیاز به بررسی,L’espressione “Pieno di” è utile in italiano.
Fermarsi,نیاز به بررسی,Devo fermarsi oggi.
Vetrina,نیاز به بررسی,Ho imparato la parola “Vetrina”.
Fortunatamente,نیاز به بررسی,Ho imparato la parola “Fortunatamente”.
Fantastico,نیاز به بررسی,Ho imparato la parola “Fantastico”.
Piscina,نیاز به بررسی,Ho imparato la parola “Piscina”.
Stupendo,نیاز به بررسی,Ho imparato la parola “Stupendo”.
Notturno,نیاز به بررسی,Ho imparato la parola “Notturno”.
Tramonto,نیاز به بررسی,Ho imparato la parola “Tramonto”.
Fino a,نیاز به بررسی,L’espressione “Fino a” è utile in italiano.
Sulla spiaggia,نیاز به بررسی,L’espressione “Sulla spiaggia” è utile in italiano.
Riflettere,نیاز به بررسی,Devo riflettere oggi.
Concluso,نیاز به بررسی,Ho imparato la parola “Concluso”.
Sentimento,نیاز به بررسی,Ho imparato la parola “Sentimento”.
Intenzione,نیاز به بررسی,Ho imparato la parola “Intenzione”.
Brutto,نیاز به بررسی,Ho imparato la parola “Brutto”.
Terribile,نیاز به بررسی,Ho imparato la parola “Terribile”.
Indeciso,نیاز به بررسی,Ho imparato la parola “Indeciso”.
Noleggiare,نیاز به بررسی,Devo noleggiare oggi.
Proseguire,نیاز به بررسی,Devo proseguire oggi.
Guidare,نیاز به بررسی,Devo guidare oggi.
Negozietto,نیاز به بررسی,Ho imparato la parola “Negozietto”.
Spezie,نیاز به بررسی,Ho imparato la parola “Spezie”.
Pulito,نیاز به بررسی,Ho imparato la parola “Pulito”.
Disavventura,نیاز به بررسی,Ho imparato la parola “Disavventura”.
Rotto,نیاز به بررسی,Ho imparato la parola “Rotto”.
Dispiacere,نیاز به بررسی,Devo dispiacere oggi.
Ma non mi dire!,نیاز به بررسی,L’espressione “Ma non mi dire!” è utile in italiano.
Roba da matti!,نیاز به بررسی,L’espressione “Roba da matti!” è utile in italiano.
Dici sul serio?,نیاز به بررسی,L’espressione “Dici sul serio?” è utile in italiano.
Che disastro!,نیاز به بررسی,L’espressione “Che disastro!” è utile in italiano.
Che guaio!,نیاز به بررسی,L’espressione “Che guaio!” è utile in italiano.
Che sfortuna!,نیاز به بررسی,L’espressione “Che sfortuna!” è utile in italiano.
Punto d’imbarco,نیاز به بررسی,L’espressione “Punto d’imbarco” è utile in italiano.
Particolare,نیاز به بررسی,Devo particolare oggi.
Anniversario,نیاز به بررسی,Ho imparato la parola “Anniversario”.
Imbarcarsi,نیاز به بررسی,Devo imbarcarsi oggi.
Volerci,نیاز به بررسی,Ho imparato la parola “Volerci”.
Caso,نیاز به بررسی,Ho imparato la parola “Caso”.
Considerare,نیاز به بررسی,Devo considerare oggi.
Più o meno,نیاز به بررسی,L’espressione “Più o meno” è utile in italiano.
Intorno a,نیاز به بررسی,L’espressione “Intorno a” è utile in italiano.
Traghetto,نیاز به بررسی,Ho imparato la parola “Traghetto”.
Partenza,نیاز به بررسی,Ho imparato la parola “Partenza”.
Durata,نیاز به بررسی,Ho imparato la parola “Durata”.
Arrivo,نیاز به بررسی,Ho imparato la parola “Arrivo”.
Intero,کامل,Ho imparato la parola “Intero”.
Cartello,تابلو,Ho imparato la parola “Cartello”.
Metà,نیمه,Ho imparato la parola “Metà”.
Giorno festivo,روز تعطیل,L’espressione “Giorno festivo” è utile in italiano.
Ferie,مرخصی / تعطیلات,Ho imparato la parola “Ferie”.
Addirittura,حتی / تا حدی که,Ho imparato la parola “Addirittura”.
Indicazione,راهنمایی / نشانه,Ho imparato la parola “Indicazione”.
Villeggiatura,تعطیلات در ییلاق/ساحل,Ho imparato la parola “Villeggiatura”.
Prevedere,پیش‌بینی کردن,Devo prevedere oggi.
Danza,رقص,Ho imparato la parola “Danza”.
Lezione 6,درس 6,Siamo alla Lezione 6.
Tavola,میز / تخته,Ho imparato la parola “Tavola”.
Ricetta,دستور غذا / نسخه,Ho imparato la parola “Ricetta”.
Ispirarsi,الهام گرفتن,Devo ispirarsi oggi.
Vegetariano,گیاه‌خوار,Ho imparato la parola “Vegetariano”.
Goloso,شکمو / شیرینی‌دوست,Ho imparato la parola “Goloso”.
Convincere,نیاز به بررسی,Devo convincere oggi.
Verdure,نیاز به بررسی,Ho imparato la parola “Verdure”.
Semplice,نیاز به بررسی,Ho imparato la parola “Semplice”.
Facile,نیاز به بررسی,Ho imparato la parola “Facile”.
Esperienza,تجربه,Ho imparato la parola “Esperienza”.
Necessariamente,نیاز به بررسی,Ho imparato la parola “Necessariamente”.
Crudismo,نیاز به بررسی,Ho imparato la parola “Crudismo”.
Crudo,نیاز به بررسی,Ho imparato la parola “Crudo”.
Foglia,نیاز به بررسی,Ho imparato la parola “Foglia”.
Insalata,نیاز به بررسی,Ho imparato la parola “Insalata”.
Sbagliarsi,نیاز به بررسی,Devo sbagliarsi oggi.
Di grosso,نیاز به بررسی,L’espressione “Di grosso” è utile in italiano.
Mediterraneo,نیاز به بررسی,Ho imparato la parola “Mediterraneo”.
Riscoperta,نیاز به بررسی,Ho imparato la parola “Riscoperta”.
Stile,نیاز به بررسی,Ho imparato la parola “Stile”.
Sano,نیاز به بررسی,Ho imparato la parola “Sano”.
Rotta,نیاز به بررسی,Ho imparato la parola “Rotta”.
Abitudine,نیاز به بررسی,Ho imparato la parola “Abitudine”.
Sentire,نیاز به بررسی,Devo sentire oggi.
Abitante,نیاز به بررسی,Ho imparato la parola “Abitante”.
Riguardo a,نیاز به بررسی,L’espressione “Riguardo a” è utile in italiano.
Alimentazione,نیاز به بررسی,Ho imparato la parola “Alimentazione”.
Intanto,نیاز به بررسی,Ho imparato la parola “Intanto”.
In genere,نیاز به بررسی,Devo in genere oggi.
Stare in forma,نیاز به بررسی,L’espressione “Stare in forma” è utile in italiano.
Legumi,نیاز به بررسی,Ho imparato la parola “Legumi”.
Ceci,نیاز به بررسی,Ho imparato la parola “Ceci”.
Fagioli,نیاز به بررسی,Ho imparato la parola “Fagioli”.
Eccetera,نیاز به بررسی,Ho imparato la parola “Eccetera”.
Smettere di,نیاز به بررسی,L’espressione “Smettere di” è utile in italiano.
Fumare,نیاز به بررسی,Devo fumare oggi.
Allora,نیاز به بررسی,Ho imparato la parola “Allora”.
Servire,لازم بودن / خدمت کردن,Devo servire oggi.
Arrosto,نیاز به بررسی,Ho imparato la parola “Arrosto”.
Sia...che...,نیاز به بررسی,L’espressione “Sia...che...” è utile in italiano.
Specialità,نیاز به بررسی,Ho imparato la parola “Specialità”.
Si figuri!,نیاز به بررسی,L’espressione “Si figuri!” è utile in italiano.
Saltare,نیاز به بررسی,Devo saltare oggi.
Saltare i pasti,نیاز به بررسی,L’espressione “Saltare i pasti” è utile in italiano.
Regolarmente,نیاز به بررسی,Ho imparato la parola “Regolarmente”.
Biologico,نیاز به بررسی,Ho imparato la parola “Biologico”.
Carota,نیاز به بررسی,Ho imparato la parola “Carota”.
Variare,نیاز به بررسی,Devo variare oggi.
Sedentario,نیاز به بررسی,Ho imparato la parola “Sedentario”.
Forza,نیاز به بررسی,Ho imparato la parola “Forza”.
Seduto,نیاز به بررسی,Ho imparato la parola “Seduto”.
